Feature,Coefficient,Absolute_Coefficient
Date_2014-01-02,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-05-10,1.2924697071141057e-25,1.2924697071141057e-25
Date_2017-02-03,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2013-09-12,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2018-10-13,1.2924697071141057e-25,1.2924697071141057e-25
Date_2018-09-03,-1.2924697071141057e-25,1.2924697071141057e-25
Date_2015-12-15,1.2924697071141057e-25,1.2924697071141057e-25
Date_2016-07-08,1.260157964436253e-25,1.260157964436253e-25
Date_2010-09-02,-1.25208002876679e-25,1.25208002876679e-25
Date_2010-12-21,1.2278462217584005e-25,1.2278462217584005e-25
Date_2015-10-09,-1.2278462217584005e-25,1.2278462217584005e-25
Date_2018-08-10,-1.1955344790805478e-25,1.1955344790805478e-25
Date_2014-03-12,-1.1955344790805478e-25,1.1955344790805478e-25
Date_2010-10-04,1.1955344790805478e-25,1.1955344790805478e-25
Date_2013-12-27,-1.1955344790805478e-25,1.1955344790805478e-25
Date_2016-12-05,1.1955344790805478e-25,1.1955344790805478e-25
Date_2013-07-21,-1.1793786077416215e-25,1.1793786077416215e-25
Date_2015-04-25,-1.1793786077416215e-25,1.1793786077416215e-25
Date_2013-04-07,1.1632227364026952e-25,1.1632227364026952e-25
Date_2017-07-28,1.1632227364026952e-25,1.1632227364026952e-25
Date_2010-10-13,1.1632227364026952e-25,1.1632227364026952e-25
Date_2018-06-05,1.1632227364026952e-25,1.1632227364026952e-25
Date_2016-07-31,1.1632227364026952e-25,1.1632227364026952e-25
Date_2017-10-29,1.1632227364026952e-25,1.1632227364026952e-25
Date_2015-01-11,1.1632227364026952e-25,1.1632227364026952e-25
Date_2011-06-15,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2014-11-20,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2013-07-11,1.1632227364026952e-25,1.1632227364026952e-25
Date_2011-10-13,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2015-03-18,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2019-03-15,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2012-04-02,1.1632227364026952e-25,1.1632227364026952e-25
Date_2017-07-11,1.1632227364026952e-25,1.1632227364026952e-25
Date_2013-06-16,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2015-07-13,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2018-03-18,-1.1632227364026952e-25,1.1632227364026952e-25
Date_2019-02-04,-1.1470668650637688e-25,1.1470668650637688e-25
Date_2018-09-19,-1.1309109937248425e-25,1.1309109937248425e-25
Date_2016-06-14,-1.1309109937248425e-25,1.1309109937248425e-25
Date_2012-10-20,1.0985992510469899e-25,1.0985992510469899e-25
Date_2018-01-12,1.0985992510469899e-25,1.0985992510469899e-25
Date_2011-09-21,1.0985992510469899e-25,1.0985992510469899e-25
Date_2018-04-12,-1.0662875083691372e-25,1.0662875083691372e-25
Date_2016-09-16,1.0662875083691372e-25,1.0662875083691372e-25
Date_2014-06-14,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2015-11-07,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2014-05-25,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2010-09-12,1.0339757656912846e-25,1.0339757656912846e-25
Date_2013-11-01,1.0339757656912846e-25,1.0339757656912846e-25
Date_2019-11-22,1.0339757656912846e-25,1.0339757656912846e-25
Date_2018-02-19,1.0339757656912846e-25,1.0339757656912846e-25
Date_2016-05-30,1.0339757656912846e-25,1.0339757656912846e-25
Date_2015-08-29,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2011-06-03,1.0339757656912846e-25,1.0339757656912846e-25
Date_2012-10-06,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2015-09-21,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2019-07-26,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2012-09-26,1.0339757656912846e-25,1.0339757656912846e-25
Date_2019-05-28,1.0339757656912846e-25,1.0339757656912846e-25
Date_2015-10-29,1.0339757656912846e-25,1.0339757656912846e-25
Date_2016-05-17,1.0339757656912846e-25,1.0339757656912846e-25
Date_2019-10-26,1.0339757656912846e-25,1.0339757656912846e-25
Date_2017-09-14,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2016-11-26,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2011-01-03,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2019-11-01,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2016-05-21,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2017-11-09,1.0339757656912846e-25,1.0339757656912846e-25
Date_2013-03-10,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2012-04-15,-1.0339757656912846e-25,1.0339757656912846e-25
Date_2015-11-14,1.0339757656912846e-25,1.0339757656912846e-25
Date_2011-04-15,1.0339757656912846e-25,1.0339757656912846e-25
Date_2011-11-03,9.855081516745056e-26,9.855081516745056e-26
Date_2019-09-09,-9.693522803355793e-26,9.693522803355793e-26
Date_2016-03-24,-9.693522803355793e-26,9.693522803355793e-26
Date_2018-11-28,-9.693522803355793e-26,9.693522803355793e-26
Date_2016-09-17,9.693522803355793e-26,9.693522803355793e-26
Date_2017-09-04,9.53196408996653e-26,9.53196408996653e-26
Date_2018-08-22,9.451184733271898e-26,9.451184733271898e-26
Date_2019-05-08,-9.370405376577267e-26,9.370405376577267e-26
Date_2014-01-18,-9.370405376577267e-26,9.370405376577267e-26
Date_2015-09-06,-9.370405376577267e-26,9.370405376577267e-26
Date_2015-03-22,-9.370405376577267e-26,9.370405376577267e-26
Date_2014-10-25,9.208846663188003e-26,9.208846663188003e-26
Date_2016-11-02,9.04728794979874e-26,9.04728794979874e-26
Date_2014-06-09,9.04728794979874e-26,9.04728794979874e-26
Date_2013-03-08,-9.04728794979874e-26,9.04728794979874e-26
Date_2019-01-06,-9.04728794979874e-26,9.04728794979874e-26
Date_2013-04-03,-9.04728794979874e-26,9.04728794979874e-26
Date_2018-07-07,-9.04728794979874e-26,9.04728794979874e-26
Date_2015-04-13,9.04728794979874e-26,9.04728794979874e-26
Date_2019-12-11,9.04728794979874e-26,9.04728794979874e-26
Date_2019-01-13,9.04728794979874e-26,9.04728794979874e-26
Date_2013-01-22,-9.04728794979874e-26,9.04728794979874e-26
Date_2018-12-16,-9.04728794979874e-26,9.04728794979874e-26
Date_2018-03-22,9.04728794979874e-26,9.04728794979874e-26
Date_2015-03-14,-9.04728794979874e-26,9.04728794979874e-26
Date_2015-12-27,9.04728794979874e-26,9.04728794979874e-26
Date_2016-11-23,9.04728794979874e-26,9.04728794979874e-26
Date_2016-11-12,-9.04728794979874e-26,9.04728794979874e-26
Date_2011-05-02,-8.724170523020214e-26,8.724170523020214e-26
Date_2018-12-15,8.724170523020214e-26,8.724170523020214e-26
Date_2019-07-25,8.401053096241687e-26,8.401053096241687e-26
Date_2013-04-01,8.401053096241687e-26,8.401053096241687e-26
Date_2012-09-06,-8.401053096241687e-26,8.401053096241687e-26
Date_2017-01-20,8.320273739547056e-26,8.320273739547056e-26
Date_2012-08-14,-8.077935669463161e-26,8.077935669463161e-26
Date_2018-02-12,8.077935669463161e-26,8.077935669463161e-26
Date_2013-05-04,-7.997156312768529e-26,7.997156312768529e-26
Date_2019-09-14,-7.754818242684634e-26,7.754818242684634e-26
Date_2015-11-25,-7.754818242684634e-26,7.754818242684634e-26
Date_2014-01-30,-7.754818242684634e-26,7.754818242684634e-26
Date_2011-09-26,-7.754818242684634e-26,7.754818242684634e-26
Date_2016-11-25,7.754818242684634e-26,7.754818242684634e-26
Date_2019-05-29,7.754818242684634e-26,7.754818242684634e-26
Date_2011-09-01,-7.754818242684634e-26,7.754818242684634e-26
Date_2016-03-08,7.754818242684634e-26,7.754818242684634e-26
Date_2012-06-17,-7.754818242684634e-26,7.754818242684634e-26
Date_2018-05-27,-7.754818242684634e-26,7.754818242684634e-26
Date_2017-10-14,-7.754818242684634e-26,7.754818242684634e-26
Date_2018-09-01,-7.754818242684634e-26,7.754818242684634e-26
Date_2016-09-19,7.754818242684634e-26,7.754818242684634e-26
Date_2017-06-19,7.754818242684634e-26,7.754818242684634e-26
Date_2019-06-02,-7.754818242684634e-26,7.754818242684634e-26
Date_2012-03-11,-7.754818242684634e-26,7.754818242684634e-26
Date_2016-12-18,7.754818242684634e-26,7.754818242684634e-26
Date_2012-06-06,-7.754818242684634e-26,7.754818242684634e-26
Date_2011-01-14,-7.754818242684634e-26,7.754818242684634e-26
Date_2018-11-27,-7.754818242684634e-26,7.754818242684634e-26
Date_2018-05-15,7.754818242684634e-26,7.754818242684634e-26
Date_2018-12-05,7.754818242684634e-26,7.754818242684634e-26
Date_2012-08-12,-7.754818242684634e-26,7.754818242684634e-26
Date_2017-05-01,-7.593259529295371e-26,7.593259529295371e-26
Date_2014-05-21,-7.431700815906108e-26,7.431700815906108e-26
Date_2012-02-07,-7.108583389127582e-26,7.108583389127582e-26
Date_2012-01-30,7.108583389127582e-26,7.108583389127582e-26
Date_2014-12-07,-7.108583389127582e-26,7.108583389127582e-26
Date_2016-10-04,7.108583389127582e-26,7.108583389127582e-26
Date_2013-02-19,-6.947024675738318e-26,6.947024675738318e-26
Date_2019-02-13,6.785465962349055e-26,6.785465962349055e-26
Date_2018-12-01,-6.462348535570529e-26,6.462348535570529e-26
Date_2014-12-25,-6.462348535570529e-26,6.462348535570529e-26
Date_2019-02-12,6.462348535570529e-26,6.462348535570529e-26
Date_2017-10-22,-6.462348535570529e-26,6.462348535570529e-26
Date_2019-09-08,-6.462348535570529e-26,6.462348535570529e-26
Date_2020-05-14,-6.462348535570529e-26,6.462348535570529e-26
Date_2018-02-28,-6.462348535570529e-26,6.462348535570529e-26
Date_2020-03-18,6.462348535570529e-26,6.462348535570529e-26
Date_2019-01-21,6.462348535570529e-26,6.462348535570529e-26
Date_2018-11-03,-6.462348535570529e-26,6.462348535570529e-26
Date_2011-12-27,-6.462348535570529e-26,6.462348535570529e-26
Date_2018-05-10,-6.462348535570529e-26,6.462348535570529e-26
Date_2017-10-18,-6.462348535570529e-26,6.462348535570529e-26
Date_2018-01-02,6.462348535570529e-26,6.462348535570529e-26
Date_2012-08-01,6.462348535570529e-26,6.462348535570529e-26
Date_2013-01-17,-6.462348535570529e-26,6.462348535570529e-26
Date_2012-07-20,-6.139231108792002e-26,6.139231108792002e-26
Date_2015-01-29,6.139231108792002e-26,6.139231108792002e-26
Date_2010-09-15,-5.816113682013476e-26,5.816113682013476e-26
Date_2017-07-17,-5.816113682013476e-26,5.816113682013476e-26
Date_2020-02-16,5.816113682013476e-26,5.816113682013476e-26
Date_2017-02-16,5.816113682013476e-26,5.816113682013476e-26
Date_2011-09-10,-5.816113682013476e-26,5.816113682013476e-26
Date_2017-04-03,5.816113682013476e-26,5.816113682013476e-26
Date_2010-09-18,-5.816113682013476e-26,5.816113682013476e-26
Date_2014-08-02,5.816113682013476e-26,5.816113682013476e-26
Date_2019-04-27,5.816113682013476e-26,5.816113682013476e-26
Date_2016-02-09,5.816113682013476e-26,5.816113682013476e-26
Date_2019-06-27,5.816113682013476e-26,5.816113682013476e-26
Date_2019-06-28,-5.492996255234949e-26,5.492996255234949e-26
Date_2018-01-29,-5.492996255234949e-26,5.492996255234949e-26
Date_2012-04-30,-5.371827220193002e-26,5.371827220193002e-26
Date_2014-11-12,5.169878828456423e-26,5.169878828456423e-26
Date_2020-07-12,-5.169878828456423e-26,5.169878828456423e-26
Date_2019-10-13,-5.169878828456423e-26,5.169878828456423e-26
Date_2015-09-05,-5.169878828456423e-26,5.169878828456423e-26
Date_2010-09-21,5.169878828456423e-26,5.169878828456423e-26
Date_2013-10-04,-5.169878828456423e-26,5.169878828456423e-26
Date_2012-09-28,5.169878828456423e-26,5.169878828456423e-26
Date_2011-06-09,5.169878828456423e-26,5.169878828456423e-26
Date_2017-05-16,5.169878828456423e-26,5.169878828456423e-26
Date_2020-05-21,-5.169878828456423e-26,5.169878828456423e-26
Date_2014-07-11,-5.169878828456423e-26,5.169878828456423e-26
Date_2019-12-23,-5.169878828456423e-26,5.169878828456423e-26
Date_2017-03-15,5.169878828456423e-26,5.169878828456423e-26
Date_2011-12-04,5.169878828456423e-26,5.169878828456423e-26
Date_2012-07-02,-5.169878828456423e-26,5.169878828456423e-26
Date_2019-12-10,5.169878828456423e-26,5.169878828456423e-26
Date_2017-04-23,5.169878828456423e-26,5.169878828456423e-26
Date_2013-04-15,-5.169878828456423e-26,5.169878828456423e-26
Date_2017-01-19,-5.169878828456423e-26,5.169878828456423e-26
Date_2017-01-13,5.169878828456423e-26,5.169878828456423e-26
Date_2012-02-01,5.169878828456423e-26,5.169878828456423e-26
Date_2019-07-28,5.169878828456423e-26,5.169878828456423e-26
Date_2011-02-20,5.169878828456423e-26,5.169878828456423e-26
Date_2017-08-08,-5.169878828456423e-26,5.169878828456423e-26
Date_2010-12-14,5.169878828456423e-26,5.169878828456423e-26
Date_2014-02-22,-5.169878828456423e-26,5.169878828456423e-26
Date_2018-01-04,-5.00832011506716e-26,5.00832011506716e-26
Date_2015-06-01,-4.6448130099413175e-26,4.6448130099413175e-26
Date_2016-10-28,4.52364397489937e-26,4.52364397489937e-26
Date_2012-08-27,-4.52364397489937e-26,4.52364397489937e-26
Date_2016-08-19,-4.52364397489937e-26,4.52364397489937e-26
Date_2016-03-22,4.52364397489937e-26,4.52364397489937e-26
Date_2015-11-03,4.52364397489937e-26,4.52364397489937e-26
Date_2019-06-12,-4.52364397489937e-26,4.52364397489937e-26
Date_2015-11-09,4.52364397489937e-26,4.52364397489937e-26
Date_2015-05-13,4.4428646182047385e-26,4.4428646182047385e-26
Date_2019-02-24,4.362085261510107e-26,4.362085261510107e-26
Date_2016-01-10,-4.334317357646327e-26,4.334317357646327e-26
Date_2019-06-03,-4.281305904815475e-26,4.281305904815475e-26
Date_2019-10-15,-4.2005265481208437e-26,4.2005265481208437e-26
Date_2012-01-01,-3.9985781563842646e-26,3.9985781563842646e-26
Date_2018-04-21,3.877409121342317e-26,3.877409121342317e-26
Date_2019-04-14,-3.877409121342317e-26,3.877409121342317e-26
Date_2019-12-26,3.877409121342317e-26,3.877409121342317e-26
Date_2020-07-19,-3.877409121342317e-26,3.877409121342317e-26
Date_2020-03-03,-3.877409121342317e-26,3.877409121342317e-26
Date_2014-08-10,3.877409121342317e-26,3.877409121342317e-26
Date_2014-08-09,3.877409121342317e-26,3.877409121342317e-26
Date_2012-12-10,3.877409121342317e-26,3.877409121342317e-26
Date_2019-02-18,3.877409121342317e-26,3.877409121342317e-26
Date_2014-04-12,-3.877409121342317e-26,3.877409121342317e-26
Date_2019-11-16,-3.877409121342317e-26,3.877409121342317e-26
Date_2015-07-26,3.877409121342317e-26,3.877409121342317e-26
Date_2018-03-24,3.877409121342317e-26,3.877409121342317e-26
Date_2013-09-11,-3.877409121342317e-26,3.877409121342317e-26
Date_2011-12-17,3.877409121342317e-26,3.877409121342317e-26
Date_2014-10-14,-3.877409121342317e-26,3.877409121342317e-26
Date_2016-01-23,3.877409121342317e-26,3.877409121342317e-26
Date_2015-07-01,-3.877409121342317e-26,3.877409121342317e-26
Date_2017-06-22,3.877409121342317e-26,3.877409121342317e-26
Date_2019-08-16,-3.877409121342317e-26,3.877409121342317e-26
Date_2018-01-11,3.877409121342317e-26,3.877409121342317e-26
Date_2013-12-20,3.877409121342317e-26,3.877409121342317e-26
Date_2015-05-02,3.877409121342317e-26,3.877409121342317e-26
Date_2018-07-15,3.877409121342317e-26,3.877409121342317e-26
Date_2020-05-02,3.877409121342317e-26,3.877409121342317e-26
Date_2019-07-20,3.877409121342317e-26,3.877409121342317e-26
Date_2018-09-27,-3.877409121342317e-26,3.877409121342317e-26
Date_2017-09-26,-3.8269220234081725e-26,3.8269220234081725e-26
Date_2015-01-04,3.554291694563791e-26,3.554291694563791e-26
Date_2015-05-09,-3.554291694563791e-26,3.554291694563791e-26
Date_2018-02-01,3.2311742677852644e-26,3.2311742677852644e-26
Date_2013-09-20,3.2311742677852644e-26,3.2311742677852644e-26
Date_2018-10-08,-3.2311742677852644e-26,3.2311742677852644e-26
Date_2016-04-19,3.2311742677852644e-26,3.2311742677852644e-26
Date_2016-04-13,-3.2311742677852644e-26,3.2311742677852644e-26
Date_2018-02-11,3.2311742677852644e-26,3.2311742677852644e-26
Date_2011-04-18,-3.2311742677852644e-26,3.2311742677852644e-26
Date_2019-03-26,-3.2311742677852644e-26,3.2311742677852644e-26
Date_2018-05-20,-2.908056841006738e-26,2.908056841006738e-26
Date_2020-02-23,2.908056841006738e-26,2.908056841006738e-26
Date_2017-07-07,-2.7464981276174747e-26,2.7464981276174747e-26
Date_2014-11-16,2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-01-29,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2015-06-08,2.5849394142282115e-26,2.5849394142282115e-26
Date_2011-09-23,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-11-26,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-08-12,2.5849394142282115e-26,2.5849394142282115e-26
Date_2013-04-27,2.5849394142282115e-26,2.5849394142282115e-26
Date_2013-04-10,2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-04-23,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-04-12,2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-05-02,2.5849394142282115e-26,2.5849394142282115e-26
Date_2018-05-07,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-08-19,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-12-09,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2017-01-31,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2013-09-17,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2011-03-31,2.5849394142282115e-26,2.5849394142282115e-26
Date_2018-10-07,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2012-12-18,2.5849394142282115e-26,2.5849394142282115e-26
Date_2013-03-15,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2018-08-12,2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-04-26,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-05-13,2.5849394142282115e-26,2.5849394142282115e-26
Date_2011-07-12,2.5849394142282115e-26,2.5849394142282115e-26
Date_2015-06-12,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-06-05,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-02-28,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-03-05,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-06-27,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-07-10,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2012-09-07,2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-10-16,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2017-03-10,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2012-05-22,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-05-03,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2015-08-10,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-10-20,2.5849394142282115e-26,2.5849394142282115e-26
Date_2016-04-23,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2015-03-12,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-05-30,2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-03-25,2.5849394142282115e-26,2.5849394142282115e-26
Date_2019-03-23,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-05-29,2.5849394142282115e-26,2.5849394142282115e-26
Date_2020-03-22,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2016-06-05,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2016-06-08,-2.5849394142282115e-26,2.5849394142282115e-26
Date_2014-04-11,2.5849394142282115e-26,2.5849394142282115e-26
Date_2016-06-02,2.5849394142282115e-26,2.5849394142282115e-26
Date_2013-06-30,2.50416005753358e-26,2.50416005753358e-26
Date_2018-03-12,2.4233807008389483e-26,2.4233807008389483e-26
Date_2020-07-14,-2.261821987449685e-26,2.261821987449685e-26
